title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Aquamarine,Addison Rae,0.568,0.827,7,-8.266,0.0326,0.0765,0.0243,0.096,0.685,112.035
Addicted - Zerb Acid VIP,"Zerb, The Chainsmokers, Ink",0.882,0.786,0,-5.93,0.0549,0.0295,0.00612,0.491,0.841,120.006
loslassen,"Aaron, Esther Graf",0.73,0.737,7,-5.861,0.0561,0.429,0.0,0.381,0.786,139.974
Perfect Stranger,FKA twigs,0.851,0.605,1,-7.975,0.142,0.0327,0.00436,0.0343,0.686,135.011
I'd Rather Pretend,Bryant Barnes,0.56,0.346,8,-9.798,0.0293,0.926,0.0256,0.116,0.271,129.901
I'm Free (feat. Rina Sawayama),"Paris Hilton, Rina Sawayama",0.716,0.836,4,-4.946,0.138,0.0635,0.0,0.218,0.736,120.997
Just My Luck,Obongjayar,0.957,0.569,0,-8.197,0.0514,0.0725,7.33e-05,0.103,0.965,126.993
Draußen ist Krieg (feat. $OHO BANI),"Provinz, $OHO BANI",0.591,0.811,11,-7.252,0.0609,0.00408,6.87e-06,0.163,0.221,128.672
Réunion,"MAX&JOY, Joy Denalane, Max Herre",0.69,0.675,4,-8.98,0.0363,0.225,0.597,0.205,0.279,105.011
Soft Spot,keshi,0.689,0.584,11,-7.703,0.0267,0.353,0.000756,0.0932,0.682,105.991
Fata Morgana,Nina Chuba,0.794,0.625,4,-7.278,0.0444,0.347,0.0,0.107,0.703,117.971
São Paulo (feat. Anitta),"The Weeknd, Anitta",0.574,0.659,5,-7.377,0.0768,0.0412,0.0002,0.0921,0.506,127.347
When the Light Goes (feat. Portugal. The Man),"Marcin, Portugal. The Man",0.58,0.648,0,-6.776,0.0381,0.223,0.000535,0.104,0.574,80.002
Heart of Gold,Shawn Mendes,0.624,0.848,7,-6.796,0.045,0.151,0.000381,0.137,0.39,135.108
FE!N - CHASE B REMIX,"Travis Scott, CHASE B",0.737,0.785,3,-6.159,0.0313,0.0107,0.204,0.334,0.181,128.006
Highs & Lows,"Toby Romeo, Klangkarussell, Ely Oaks",0.611,0.946,6,-5.411,0.183,0.155,0.00175,0.221,0.541,131.953
I Follow You,"M-22, Jasmine Thompson",0.577,0.913,9,-4.869,0.0448,0.0107,0.547,0.125,0.123,126.987
Around The World,"Niklas Dee, René Miller",0.607,0.851,10,-4.429,0.325,0.45,0.000357,0.097,0.285,74.933
Feel the Passion,"D.O.D, Charlotte Haining",0.601,0.886,10,-3.95,0.183,0.0345,6.55e-06,0.0663,0.85,129.948
Easy To Love,"Norma Jean Martine, James Carter",0.564,0.832,0,-5.814,0.0485,0.149,0.0,0.116,0.163,127.136
Girls Like You,Cloudy June,0.676,0.764,9,-4.713,0.0982,0.0482,0.0,0.0752,0.485,104.054
It Feels So Good,"Matt Sassari, HUGEL",0.704,0.82,5,-5.663,0.0282,0.0034,0.000134,0.261,0.84,128.007
Ray Of Light,Nico Santos,0.586,0.845,7,-3.13,0.0486,0.00718,0.0,0.27,0.448,126.95
Supernova Love,"IVE, David Guetta",0.655,0.886,10,-5.227,0.0502,0.066,0.0,0.277,0.778,120.032
Sag mir was ich nicht weiß,JEREMIAS,0.448,0.826,5,-7.637,0.0522,0.0122,0.00152,0.124,0.38,152.027
Tantalizing,"Tiësto, Soaky Siren",0.671,0.888,10,-4.285,0.0412,0.0022,0.0106,0.0951,0.412,123.031
last night's mascara,Griff,0.71,0.704,9,-5.592,0.0921,0.0497,0.0,0.0947,0.471,124.964
Craving 4 U (feat. bbyclose),"BL3SS, CamrinWatsin, bbyclose",0.621,0.834,11,-5.308,0.0336,0.0136,0.046,0.29,0.516,143.059
Nice To Meet You,Myles Smith,0.762,0.783,5,-5.206,0.0387,0.329,0.0,0.0536,0.84,115.091
Love Is The Only Thing,Lost Frequencies,0.608,0.688,5,-8.597,0.0499,0.0554,0.00736,0.08,0.214,127.938
Over You (feat. Justin Jesso),"Ofenbach, Justin Jesso",0.746,0.753,9,-4.667,0.234,0.00435,2.07e-06,0.06,0.848,115.865
Drum (feat. Lena Sue),"Alle Farben, Parov Stelar, Lena Sue",0.868,0.888,9,-4.443,0.0458,0.0667,0.0481,0.0454,0.969,124.017
Stars Will Align - Zerb Remix,"Kygo, Imagine Dragons, Zerb",0.552,0.792,1,-5.179,0.0359,0.184,0.000169,0.106,0.13,120.09
